FILE NAME                 | TIER TYPE       | START TIME (sec)   | END TIME (sec)     | TEXT / SOUND   
VTQ8.TextGrid             | PHONES          | 2.0900             | 2.1600             | N              
VTQ8.TextGrid             | PHONES          | 2.1600             | 2.2600             | Z              
VTQ8.TextGrid             | PHONES          | 2.2600             | 2.3500             | B              
VTQ8.TextGrid             | PHONES          | 2.3500             | 2.4100             | AH0            
VTQ8.TextGrid             | PHONES          | 2.4100             | 2.4800             | N              
VTQ8.TextGrid             | PHONES          | 2.4800             | 2.7700             | AE1            
VTQ8.TextGrid             | PHONES          | 2.7700             | 2.8000             | N              
VTQ8.TextGrid             | PHONES          | 2.8000             | 2.8300             | AH0            
VTQ8.TextGrid             | PHONES          | 2.8300             | 2.9000             | Z              
VTQ8.TextGrid             | PHONES          | 2.9000             | 3.0100             | B              
VTQ8.TextGrid             | PHONES          | 3.0100             | 3.0400             | IH1            
VTQ8.TextGrid             | PHONES          | 3.0400             | 3.1500             | S              
VTQ8.TextGrid             | PHONES          | 3.1500             | 3.2500             | K              
VTQ8.TextGrid             | PHONES          | 3.2500             | 3.3100             | AH0            
VTQ8.TextGrid             | PHONES          | 3.3100             | 3.3700             | T              
VTQ8.TextGrid             | PHONES          | 3.3700             | 3.4100             | S              
VTQ8.TextGrid             | PHONES          | 3.4100             | 3.4900             | AH0            
VTQ8.TextGrid             | PHONES          | 3.4900             | 3.5500             | N              
VTQ8.TextGrid             | PHONES          | 3.5500             | 3.5800             | D              
VTQ8.TextGrid             | PHONES          | 3.5800             | 3.6400             | K              
VTQ8.TextGrid             | PHONES          | 3.6400             | 3.6700             | R              
VTQ8.TextGrid             | PHONES          | 3.6700             | 3.8200             | AE1            
VTQ8.TextGrid             | PHONES          | 3.8200             | 3.9800             | B              


VUJX.TextGrid             | WORDS           | 0.3600             | 0.6100             | with           
VUJX.TextGrid             | WORDS           | 0.6100             | 0.8700             | each           
VUJX.TextGrid             | WORDS           | 0.8700             | 1.1900             | song           
VUJX.TextGrid             | WORDS           | 1.1900             | 1.4200             | he             
VUJX.TextGrid             | WORDS           | 1.4200             | 1.7500             | gave           
VUJX.TextGrid             | WORDS           | 1.7500             | 2.0900             | verbal         
VUJX.TextGrid             | WORDS           | 2.0900             | 2.7900             | footnotes      
VUJX.TextGrid             | PHONES          | 0.3600             | 0.4100             | W              
VUJX.TextGrid             | PHONES          | 0.4100             | 0.4500             | IH0            
VUJX.TextGrid             | PHONES          | 0.4500             | 0.6100             | TH             
VUJX.TextGrid             | PHONES          | 0.6100             | 0.7400             | IY1            
VUJX.TextGrid             | PHONES          | 0.7400             | 0.8700             | CH             
VUJX.TextGrid             | PHONES          | 0.8700             | 0.9800             | S              
VUJX.TextGrid             | PHONES          | 0.9800             | 1.1000             | AO1            
VUJX.TextGrid             | PHONES          | 1.1000             | 1.1900             | NG             
VUJX.TextGrid             | PHONES          | 1.1900             | 1.3500             | HH             
VUJX.TextGrid             | PHONES          | 1.3500             | 1.4200             | IY1            
VUJX.TextGrid             | PHONES          | 1.4200             | 1.5300             | G              
VUJX.TextGrid             | PHONES          | 1.5300             | 1.6500             | EY1            
VUJX.TextGrid             | PHONES          | 1.6500             | 1.7500             | V              
VUJX.TextGrid             | PHONES          | 1.7500             | 1.7800             | V              
VUJX.TextGrid             | PHONES          | 1.7800             | 1.9100             | ER1            
