=========================================================================================================================
                                   PER-WORD COMPREHENSIVE DIFFERENCE REPORT
  Mean Start Difference: 0.046088s | Mean End Difference: 0.065203s | Threshold: 0.130405s
=========================================================================================================================
FILE NAME          | WORD         | HUMAN START  | HUMAN END   | MACH START  | MACH END   | START DIFF  | END DIFF   | STATUS  
ewOf               | HIM          | 0.7166     s | 0.8862    s | 0.6700    s | 0.8500   s | 0.04658   s | 0.03624  s | SAFE    
ewOf               | A            | 0.8862     s | 1.0246    s | 0.8500    s | 0.9100   s | 0.03624   s | 0.11465  s | SAFE    
ewOf               | LONG         | 1.0246     s | 1.3149    s | 0.9100    s | 1.3000   s | 0.11465   s | 0.01485  s | SAFE    
ewOf               | TIME         | 1.3149     s | 1.5604    s | 1.3000    s | 1.5400   s | 0.01485   s | 0.02041  s | SAFE    
ewOf               | TO           | 1.5604     s | 1.6810    s | 1.5400    s | 1.6300   s | 0.02041   s | 0.05096  s | SAFE    
ewOf               | COMPOSE      | 1.6810     s | 2.1364    s | 1.6300    s | 2.0500   s | 0.05096   s | 0.08636  s | SAFE    
ewOf               | HIMSELF      | 2.1364     s | 2.5203    s | 2.0500    s | 2.7000   s | 0.08636   s | 0.17968  s | FLAGGED 
fALU               | WILL         | 0.3225     s | 0.4920    s | 0.3400    s | 0.4600   s | 0.01745   s | 0.03202  s | SAFE    
fALU               | YOU          | 0.4920     s | 0.5836    s | 0.4600    s | 0.5600   s | 0.03202   s | 0.02359  s | SAFE    
fALU               | FIT          | 0.5836     s | 0.8788    s | 0.5600    s | 0.8400   s | 0.02359   s | 0.03880  s | SAFE    
fALU               | THIS         | 0.8788     s | 1.1166    s | 0.8400    s | 1.0600   s | 0.03880   s | 0.05662  s | SAFE    
fALU               | IN           | 1.1166     s | 1.4323    s | 1.0600    s | 1.5400   s | 0.05662   s | 0.10767  s | SAFE    
fULi               | REBEL        | 0.5300     s | 0.9988    s | 0.5100    s | 1.0200   s | 0.01999   s | 0.02123  s | SAFE    
fUMa               | ADMIRE       | 0.3207     s | 0.9832    s | 0.3200    s | 1.0700   s | 0.00073   s | 0.08677  s | SAFE    
fWBY               | ZINC         | 0.4236     s | 0.9256    s | 0.4400    s | 0.8600   s | 0.01643   s | 0.06562  s | SAFE    
fbNO               | LOCK         | 0.2664     s | 0.7644    s | 0.2900    s | 0.8100   s | 0.02358   s | 0.04558  s | SAFE    
fdJ8               | WAS          | 0.3923     s | 0.5193    s | 0.6600    s | 0.9000   s | 0.26775   s | 0.38073  s | MISMATCH
fewp               | YOU          | 0.3658     s | 1.0664    s | 0.3900    s | 0.8600   s | 0.02417   s | 0.20642  s | FLAGGED 
fexI               | ERASURE      | 0.2989     s | 0.9943    s | 0.3000    s | 1.1000   s | 0.00108   s | 0.10569  s | SAFE    
fhCe               | FOLLOW       | 0.2631     s | 0.5021    s | 0.1200    s | 0.5000   s | 0.14310   s | 0.00214  s | FLAGGED 
fhCe               | ME           | 0.5021     s | 0.6495    s | 0.5000    s | 0.7000   s | 0.00214   s | 0.05052  s | SAFE    
fhCe               | AFTER        | 0.6495     s | 0.9441    s | 0.7000    s | 0.9100   s | 0.05052   s | 0.03415  s | SAFE    
fhCe               | THE          | 0.9441     s | 1.0614    s | 0.9100    s | 1.0100   s | 0.03415   s | 0.05141  s | SAFE    
fhCe               | GAME         | 1.0614     s | 1.3020    s | 1.0100    s | 1.2800   s | 0.05141   s | 0.02196  s | SAFE    
fhCe               | HAS          | 1.3020     s | 1.5455    s | 1.2800    s | 1.5400   s | 0.02196   s | 0.00551  s | SAFE    
fhCe               | FINISHED     | 1.6342     s | 1.9169    s | 1.5400    s | 1.9500   s | 0.09421   s | 0.03314  s | SAFE    
fuzF               | TEASING      | 0.4400     s | 1.1329    s | 0.4200    s | 1.2300   s | 0.01998   s | 0.09712  s | SAFE    
gK70               | YOU          | 0.3023     s | 0.4382    s | 0.2700    s | 0.4100   s | 0.03232   s | 0.02818  s | SAFE    
gK70               | CAN          | 0.4382     s | 0.6219    s | 0.4100    s | 0.6200   s | 0.02818   s | 0.00187  s | SAFE    
gK70               | KEEP         | 0.6219     s | 0.8381    s | 0.6200    s | 0.8800   s | 0.00187   s | 0.04191  s | SAFE    
gK70               | IT           | 0.8381     s | 1.0505    s | 0.8800    s | 1.0900   s | 0.04191   s | 0.03952  s | SAFE    
gK70               | IF           | 1.0505     s | 1.2036    s | 1.0900    s | 1.2300   s | 0.03952   s | 0.02645  s | SAFE    
gK70               | YOU          | 1.2036     s | 1.3547    s | 1.2300    s | 1.3000   s | 0.02645   s | 0.05471  s | SAFE    
gK70               | REALLY       | 1.3547     s | 1.5805    s | 1.3000    s | 1.5700   s | 0.05471   s | 0.01050  s | SAFE    
gK70               | WANT         | 1.5805     s | 1.8503    s | 1.5700    s | 1.8700   s | 0.01050   s | 0.01970  s | SAFE    
gK70               | IT           | 1.8503     s | 2.0436    s | 1.8700    s | 2.2100   s | 0.01970   s | 0.16645  s | FLAGGED 
gKkV               | BOY          | 0.4368     s | 0.7853    s | 0.4100    s | 0.8500   s | 0.02681   s | 0.06467  s | SAFE    
gKkV               | YOU          | 1.0120     s | 1.1394    s | 0.9800    s | 1.1900   s | 0.03205   s | 0.05062  s | SAFE    
gKkV               | FOOLING      | 1.5586     s | 1.8031    s | 1.4400    s | 1.8000   s | 0.11859   s | 0.00312  s | SAFE    
gKkV               | NOBODY       | 1.8031     s | 2.1482    s | 1.8000    s | 2.1400   s | 0.00312   s | 0.00819  s | SAFE    
gKkV               | BUT          | 2.1482     s | 2.3846    s | 2.1400    s | 2.3800   s | 0.00819   s | 0.00460  s | SAFE    
gKkV               | YOURSELF     | 2.3846     s | 2.8301    s | 2.3800    s | 2.9200   s | 0.00460   s | 0.08993  s | SAFE    
gKsz               | HILL         | 0.5461     s | 0.8408    s | 0.5500    s | 0.7500   s | 0.00386   s | 0.09077  s | SAFE    
gLkp               | NET          | 0.3075     s | 0.7443    s | 0.3800    s | 0.8700   s | 0.07253   s | 0.12572  s | SAFE    
gRXS               | DOTE         | 0.4524     s | 0.7292    s | 0.4100    s | 0.9000   s | 0.04239   s | 0.17084  s | FLAGGED 
gTxG               | RARELY       | 0.2952     s | 0.8057    s | 0.2700    s | 0.8700   s | 0.02522   s | 0.06430  s | SAFE    
gUME               | THE          | 0.1743     s | 0.2742    s | 0.1700    s | 0.2600   s | 0.00426   s | 0.01417  s | SAFE    
gUME               | CATCHER      | 0.3113     s | 0.8248    s | 0.2600    s | 0.7600   s | 0.05134   s | 0.06483  s | SAFE    
gUME               | CHOSE        | 0.8248     s | 1.0851    s | 0.7600    s | 1.1700   s | 0.06483   s | 0.08494  s | SAFE    
gUME               | MATCHING     | 1.1780     s | 1.5683    s | 1.1700    s | 1.5700   s | 0.00799   s | 0.00166  s | SAFE    
gUME               | PICTURES     | 1.5869     s | 1.9494    s | 1.5700    s | 1.9400   s | 0.01692   s | 0.00938  s | SAFE    
gUME               | FOR          | 1.9494     s | 2.1097    s | 1.9400    s | 2.1000   s | 0.00938   s | 0.00970  s | SAFE    
gUME               | THE          | 2.1097     s | 2.3211    s | 2.1000    s | 2.1700   s | 0.00970   s | 0.15114  s | FLAGGED 
gUME               | COACH        | 2.3211     s | 2.5953    s | 2.1700    s | 2.6600   s | 0.15114   s | 0.06469  s | FLAGGED 
gbFb               | SEND         | 0.5038     s | 0.7868    s | 0.3400    s | 0.7100   s | 0.16378   s | 0.07683  s | FLAGGED 
gbFb               | THE          | 0.7868     s | 0.8595    s | 0.7100    s | 0.7700   s | 0.07683   s | 0.08954  s | SAFE    
gbFb               | PIANIST      | 0.8595     s | 1.3426    s | 0.7700    s | 1.3900   s | 0.08954   s | 0.04745  s | SAFE    
gbFb               | A            | 1.4412     s | 1.5165    s | 1.4300    s | 1.5100   s | 0.01123   s | 0.00654  s | SAFE    
gbFb               | SIGN         | 1.5191     s | 1.9294    s | 1.5100    s | 1.9100   s | 0.00913   s | 0.01943  s | SAFE    
gbFb               | WHEN         | 1.9294     s | 2.0956    s | 1.9100    s | 2.0700   s | 0.01943   s | 0.02563  s | SAFE    
gbFb               | HE           | 2.1502     s | 2.3293    s | 2.0700    s | 2.2800   s | 0.08016   s | 0.04934  s | SAFE    
gbFb               | NEEDS        | 2.3293     s | 2.6591    s | 2.2800    s | 2.6000   s | 0.04934   s | 0.05913  s | SAFE    
gbFb               | TO           | 2.6591     s | 2.7435    s | 2.6000    s | 2.7200   s | 0.05913   s | 0.02353  s | SAFE    
gbFb               | STOP         | 2.7435     s | 3.2149    s | 2.7200    s | 3.2000   s | 0.02353   s | 0.01485  s | SAFE    
gdlA               | WORTHY       | 0.8802     s | 1.4342    s | 0.8800    s | 1.5400   s | 0.00018   s | 0.10583  s | SAFE    
gdrU               | RIM          | 0.2677     s | 0.5703    s | 0.3100    s | 0.7400   s | 0.04230   s | 0.16966  s | FLAGGED 
gfOw               | IGNORANT     | 0.2706     s | 0.9045    s | 0.3300    s | 0.9800   s | 0.05939   s | 0.07549  s | SAFE    
gmqd               | SANE         | 0.3947     s | 0.9365    s | 0.4000    s | 1.1100   s | 0.00533   s | 0.17348  s | FLAGGED 
gqXb               | ALL          | 0.4585     s | 0.6014    s | 0.4400    s | 0.6100   s | 0.01854   s | 0.00863  s | SAFE    
gqXb               | YOUR         | 0.6014     s | 0.8269    s | 0.6100    s | 0.7300   s | 0.00863   s | 0.09688  s | SAFE    
gqXb               | WISHFUL      | 0.8269     s | 1.1802    s | 0.7300    s | 1.1700   s | 0.09688   s | 0.01018  s | SAFE    
gqXb               | THINKING     | 1.2804     s | 1.7665    s | 1.1700    s | 1.8400   s | 0.11041   s | 0.07349  s | SAFE    
gqXb               | CHANGE       | 2.2451     s | 2.5107    s | 2.2000    s | 2.5500   s | 0.04510   s | 0.03929  s | SAFE    
gqXb               | THAT         | 2.5733     s | 2.8339    s | 2.5500    s | 2.9200   s | 0.02335   s | 0.08606  s | SAFE    
gulx               | FIRST        | 0.5732     s | 1.1509    s | 0.5400    s | 1.2300   s | 0.03319   s | 0.07911  s | SAFE    
gzjW               | PERFECT      | 0.4224     s | 0.7868    s | 0.3900    s | 0.9300   s | 0.03241   s | 0.14317  s | FLAGGED 
hAlP               | LEAD         | 0.3704     s | 0.7538    s | 0.3500    s | 0.8700   s | 0.02039   s | 0.11624  s | SAFE    
hApY               | FOURTH       | 0.5837     s | 1.0050    s | 0.4700    s | 1.1300   s | 0.11365   s | 0.12502  s | SAFE    
hEgJ               | BANG         | 0.7118     s | 0.9801    s | 0.6800    s | 0.9700   s | 0.03180   s | 0.01014  s | SAFE    
hEgJ               | THE          | 1.0140     s | 1.0733    s | 0.9700    s | 1.0700   s | 0.04403   s | 0.00335  s | SAFE    
hEgJ               | GONG         | 1.1341     s | 1.3742    s | 1.0700    s | 1.4300   s | 0.06408   s | 0.05583  s | SAFE    
hKbp               | RIDER        | 0.2943     s | 0.7954    s | 0.2900    s | 0.9300   s | 0.00431   s | 0.13456  s | FLAGGED 
hLyy               | PURE         | 0.4492     s | 0.9467    s | 0.4100    s | 0.8600   s | 0.03920   s | 0.08670  s | SAFE    
hTPL               | IT           | 0.3482     s | 0.5415    s | 0.4100    s | 0.4900   s | 0.06175   s | 0.05150  s | MISMATCH
hTPL               | A            | 0.7730     s | 0.8706    s | 0.7800    s | 0.8300   s | 0.00697   s | 0.04062  s | MISMATCH
hTPL               | VERY         | 0.8706     s | 1.0811    s | 0.8300    s | 1.0600   s | 0.04062   s | 0.02109  s | MISMATCH
hTPL               | NICE         | 1.0811     s | 1.3375    s | 1.0600    s | 1.2800   s | 0.02109   s | 0.05749  s | MISMATCH
hTPL               | THING        | 1.3375     s | 1.5346    s | 1.2800    s | 1.5000   s | 0.05749   s | 0.03458  s | MISMATCH
hTPL               | TO           | 1.5346     s | 1.6436    s | 1.5000    s | 1.6000   s | 0.03458   s | 0.04364  s | MISMATCH
hTPL               | DO           | 1.6436     s | 1.8025    s | 1.6000    s | 1.7000   s | 0.04364   s | 0.10246  s | MISMATCH
hVKY               | HIS          | 0.3749     s | 0.5513    s | 0.3100    s | 0.4900   s | 0.06485   s | 0.06125  s | SAFE    
hVKY               | LUNCH        | 0.5513     s | 0.7858    s | 0.4900    s | 0.8300   s | 0.06125   s | 0.04421  s | SAFE    
hVKY               | WAS          | 0.7858     s | 0.9602    s | 0.8300    s | 0.9800   s | 0.04421   s | 0.01982  s | SAFE    
hVKY               | UNDER        | 0.9822     s | 1.1747    s | 0.9800    s | 1.1500   s | 0.00223   s | 0.02467  s | SAFE    
hVKY               | THE          | 1.1747     s | 1.2809    s | 1.1500    s | 1.2400   s | 0.02467   s | 0.04091  s | SAFE    
hVKY               | FUNNY        | 1.3851     s | 1.6077    s | 1.2400    s | 1.6100   s | 0.14515   s | 0.00235  s | FLAGGED 
hVKY               | COLOURED     | 1.6077     s | 1.8903    s | 1.6100    s | 1.9400   s | 0.00235   s | 0.04970  s | SAFE    
hVKY               | CLOTH        | 1.8903     s | 2.2251    s | 1.9400    s | 2.2200   s | 0.04970   s | 0.00506  s | SAFE    
haXY               | NOW          | 0.3465     s | 0.7374    s | 0.3200    s | 0.8600   s | 0.02647   s | 0.12264  s | SAFE    
hbGF               | GAVE         | 0.3568     s | 0.8910    s | 0.4300    s | 0.9800   s | 0.07319   s | 0.08898  s | SAFE    
hfEe               | BAT          | 0.2545     s | 0.6525    s | 0.2200    s | 0.7400   s | 0.03449   s | 0.08752  s | SAFE    
hjIh               | THE          | 0.3488     s | 0.4350    s | 0.3300    s | 0.3900   s | 0.01884   s | 0.04499  s | SAFE    
hjIh               | QUEEN        | 0.4350     s | 0.7626    s | 0.3900    s | 0.7700   s | 0.04499   s | 0.00736  s | SAFE    
hjIh               | OF           | 0.7626     s | 0.9081    s | 0.7700    s | 0.9900   s | 0.00736   s | 0.08189  s | SAFE    
hjIh               | ENGLAND      | 0.9900     s | 1.4109    s | 0.9900    s | 1.5500   s | 0.00002   s | 0.13911  s | FLAGGED 
hkCz               | VARY         | 0.5817     s | 1.0208    s | 0.5500    s | 1.1700   s | 0.03169   s | 0.14918  s | FLAGGED 
hkwr               | BATH         | 0.6442     s | 1.0629    s | 0.6000    s | 1.1600   s | 0.04421   s | 0.09712  s | SAFE    
hppY               | BEAT         | 0.3305     s | 0.6675    s | 0.3200    s | 0.7300   s | 0.01048   s | 0.06253  s | SAFE    
hrgU               | SIGN         | 0.4149     s | 0.9851    s | 0.4300    s | 1.0500   s | 0.01508   s | 0.06492  s | SAFE    
htCv               | WAIL         | 0.4450     s | 0.9053    s | 0.4000    s | 1.0300   s | 0.04500   s | 0.12468  s | SAFE    
hwqw               | JEST         | 0.6458     s | 1.1515    s | 0.6800    s | 1.2500   s | 0.03421   s | 0.09852  s | SAFE    
hxSs               | AMATEUR      | 0.6331     s | 1.2771    s | 0.6300    s | 1.2700   s | 0.00308   s | 0.00708  s | SAFE    
iBwU               | COME         | 0.2928     s | 0.4043    s | 0.2400    s | 0.4100   s | 0.05276   s | 0.00572  s | SAFE    
iBwU               | AND          | 0.4043     s | 0.5019    s | 0.4100    s | 0.5200   s | 0.00572   s | 0.01813  s | SAFE    
iBwU               | HAVE         | 0.5019     s | 0.7296    s | 0.5200    s | 0.7500   s | 0.01813   s | 0.02043  s | SAFE    
iBwU               | DINNER       | 0.7652     s | 0.9263    s | 0.7500    s | 0.9800   s | 0.01519   s | 0.05371  s | SAFE    
iBwU               | WITH         | 0.9263     s | 1.1586    s | 0.9800    s | 1.1000   s | 0.05371   s | 0.05863  s | SAFE    
iBwU               | US           | 1.1586     s | 1.4080    s | 1.1000    s | 1.6200   s | 0.05863   s | 0.21198  s | FLAGGED 
iEpK               | IT           | 0.3501     s | 0.5228    s | 0.3300    s | 0.5100   s | 0.02007   s | 0.01278  s | SAFE    
iEpK               | WAS          | 0.5228     s | 0.7513    s | 0.5100    s | 0.7100   s | 0.01278   s | 0.04125  s | SAFE    
iEpK               | A            | 0.7513     s | 0.8117    s | 0.7100    s | 0.7900   s | 0.04125   s | 0.02166  s | SAFE    
iEpK               | HAPPY        | 0.8117     s | 1.3236    s | 0.7900    s | 1.1800   s | 0.02166   s | 0.14360  s | FLAGGED 
iEpK               | OCCASION     | 1.3236     s | 1.8758    s | 1.2200    s | 1.8400   s | 0.10360   s | 0.03581  s | SAFE    
iHFw               | YES          | 0.2050     s | 0.5248    s | 0.1900    s | 0.5900   s | 0.01501   s | 0.06517  s | SAFE    
iHFw               | MOST         | 0.5474     s | 0.8303    s | 0.5900    s | 0.8400   s | 0.04262   s | 0.00970  s | SAFE    
iHFw               | OF           | 0.8303     s | 0.9574    s | 0.8400    s | 0.9500   s | 0.00970   s | 0.00740  s | SAFE    
iHFw               | MY           | 0.9574     s | 1.1009    s | 0.9500    s | 1.0500   s | 0.00740   s | 0.05091  s | SAFE    
iHFw               | BUSINESS     | 1.1009     s | 1.5089    s | 1.0500    s | 1.5300   s | 0.05091   s | 0.02112  s | SAFE    
iHFw               | IS           | 1.5622     s | 1.7508    s | 1.5300    s | 1.7600   s | 0.03219   s | 0.00920  s | SAFE    
iHFw               | IN           | 1.7508     s | 1.9230    s | 1.7600    s | 1.9000   s | 0.00920   s | 0.02301  s | SAFE    
iHFw               | THAT         | 1.9230     s | 2.1547    s | 1.9000    s | 2.1700   s | 0.02301   s | 0.01533  s | SAFE    
iHFw               | OFFICE       | 2.1547     s | 2.5975    s | 2.1700    s | 2.6700   s | 0.01533   s | 0.07251  s | SAFE    
iNrK               | SMILE        | 0.3594     s | 0.9043    s | 0.3100    s | 0.9300   s | 0.04941   s | 0.02572  s | SAFE    
iRAa               | ACKNOWLEDGE  | 0.3799     s | 1.1717    s | 0.3600    s | 1.1100   s | 0.01986   s | 0.06166  s | SAFE    
iYGj               | LEFT         | 0.1932     s | 0.5831    s | 0.1800    s | 0.6100   s | 0.01317   s | 0.02686  s | SAFE    
iYGj               | KNEE         | 0.6342     s | 1.0023    s | 0.7000    s | 1.0700   s | 0.06583   s | 0.06772  s | SAFE    
iYjd               | LOOK         | 0.2997     s | 0.7141    s | 0.2900    s | 0.8000   s | 0.00973   s | 0.08592  s | SAFE    
iYjz               | NEW          | 0.3854     s | 0.8004    s | 0.4000    s | 0.9200   s | 0.01458   s | 0.11964  s | SAFE    
